"group_code","group_id","group_name"
"aghcardio320",7664,"AGH Cardiology"
"aghcardio",7665,"AGH Cardiology"
"aghcolnrecsurg",7666,"AGH Colon and Rectal Surgery"
"agh cc",7667,"AGH Critical Care Group"
"aghderm320",7668,"AGH Dermatology"
"agh dermatology",7669,"AGH Dermatology"
"aghelectro",7670,"AGH Electrophysiology"
"aghinfctdis",7671,"AGH Infectious Disease"
"aghinfdis490",7672,"AGH Infectious Disease"
"agh intmed",7673,"AGH Internal Medicine"
"aghkids",7674,"AGH Kids: Allergy & Asthma"
"aghheart",7675,"AGH McGinnis Cardiovascular Institute"
"aghmedoncology",7676,"AGH Medical Oncology"
"aghnephrology",7677,"AGH Nephrology Associates"
"aghneurosurg320_6",7678,"AGH Neurosurgery"
"agh neurosurg320",7679,"AGH Neurosurgery"
"agh neurosurgery",7680,"AGH Neurosurgery"
"agh ped",7681,"AGH Pediatrics"
"aghpicu",7682,"AGH PICU"
"aghcard2566_203",7683,"AGH Cardiology"
"aghcolrec2566",7684,"AGH Colon and Rectal Surgery"
"agh neurosurg2566",7685,"AGH Neurosurgery"
"aghradoncmon",7686,"AGH Radiation Oncology"
"aghsurhay",7687,"AGH Surgery"
"aghsurg2570",7688,"AGH Surgery"
"ahnobgyn2566",7689,"AHN Westmoreland Obstetrics and Gynecology"
"1821098138m",7690,"Allegheny Center For Digestive Health"
"wpaoncology2580",7691,"Allegheny Clinic Medical Oncology"
"aghanesthesia2570",7692,"Allegheny General Anesthesia"
"aneurhsr",7693,"Allegheny Neurological Associates"
"aneura3566",7694,"Allegheny Neurological Associates"
"aoamonroe2580",7695,"Allegheny Orthopaedic Associates"
"alleghenypulm3824_210",7696,"Allegheny Pulmonary and Critical Care"
"arda2580",7697,"Arthritis and Rheumatic Disease Associates"
"aiomon",7698,"Associates in Ophthalmology"
"larsendpm100",7699,"Charles Allen Larsen DPM"
"esuburbanmonroe",7700,"East Suburban OB/GYN Associates"
"1699702506",7701,"East Suburban Rehab Associates"
"forbesfmlyprac",7702,"Forbes Family Medicine"
"rudin2550",7703,"Jennifer E Rudin, MD"
"sleep2640",7704,"Lifecare Medical Associates"
"mamaragoor mon",7705,"Mamatas-Ragoor Primary Care Associates"
"aghmcthca203",7706,"McGinnis Thoracic & Cardiovascular Assoc."
"aghmcthorcard2566hay",7707,"McGinnis Thoracic & Cardiovascular Assoc."
"oha400",7708,"Oncology Hematology Association"
"orthoassocpitt",7709,"Orthopedic Associates of Pittsburgh"
"oap2580",7710,"Orthopedic Associates of Pittsburgh"
"palliative2570",7711,"Palliative Medicine Associates"
"pbghearmonroeville",7712,"Pittsburgh Ear Associates PC"
"pittsearnosethroat2580",7713,"Pittsburgh Ear Nose and Throat Associates"
"retinavtrs",7714,"Retina Vitreous Consultants"
"grover2580",7715,"Sukhdev S Grover MD Associates"
"footanklemonro",7716,"The Foot and Ankle Institute"
"trictycard",7717,"Tri-County Cardiology"
"trictycard2570",7718,"Tri-County Cardiology"
"wpahsbreast2580",7719,"WPAHS Breast Surgeons"
"wpahsps2566",7720,"WPAHS PLastic Surgeons"
"1396747507a",7721,"Advanced Nephrology Associates PC"
"aghcardio12311",7722,"AGH Cardiology"
"aghcolon12311",7723,"AGH Colon and Rectal Surgery"
"agheletrophys12311",7724,"AGH Electrophysiology Associates"
"aghkids12311",7725,"AGH Kids: Allergy & Asthma"
"aghmcginnis12311",7726,"AGH McGinnis Cardiovascular Institute"
"aghneurosurg12311",7727,"AGH Neurosurgery"
"aghradonc12311",7728,"AGH Radiation Oncology"
"aghsurg12311",7729,"AGH Surgery"
"jonesinst12311",7730,"AHN Center for Reproductive Medicine"
"acdh12311",7731,"Allegheny Center for Digestive Health"
"wpaoncology12311",7732,"Allegheny Clinic Medical Oncology"
"alleghenyped12311",7733,"Allegheny Clinic Pediatrics"
"acp12311",7734,"Allegheny Clinic Pediatrics"
"acprimarynorth12311",7735,"Allegheny Clinic Primary Care North"
"allegneuro12311",7736,"Allegheny Neurological Associates"
"allegortho12311",7737,"Allegheny Orthopaedic Associates"
"alleghortho12620",7738,"Allegheny Orthopaedic Associates"
"aoapitt500",7739,"Allegheny Orthopaedic Associates"
"allegpedent12311",7740,"Allegheny Pediatric ENT Associates"
"apedentgib",7741,"Allegheny Pediatric ENT Associates"
"allegperinatal12311",7742,"Allegheny Perinatal Associates"
"allegpulm12311",7743,"Allegheny Pulmonary & Critical Care"
"allegwomens12311",7744,"Allegheny Women's Health"
"diabetes_endo12311",7745,"Center for Diabetes and Endocrine Health"
"centurymedassoc12311",7746,"Century Medical Associates"
"cranim12311",7747,"Cranberry Internal Medicine Associates"
"lupusctr12311",7748,"Lupus Center of Excellence"
"lupuscran",7749,"Lupus Center of Excellence"
"mcginnisthor12311",7750,"McGinnis Thoracic & Cardiovascular Associates"
"midlife12311",7751,"Midlife Womens Associates"
"myersfp12311",7752,"Myers Family Practice"
"circcenter1000",7753,"The Circulatory Center of PA Inc"
"tfaai500",7754,"The Foot and Ankle Institute"
"tug12311",7755,"Triangle Urological Group"
"westpennobgyn12311",7756,"West Penn OB/GYN Multispecialists"
"westpenngynonc12311",7757,"Western Pennsylvania Gynecologic Oncology"
"wpahsbreastsurg12311",7758,"WPAHS Breast Surgeons"
"wpahsplasticsurg12311",7759,"WPAHS Plastic Surgeons"
"wpahssurg12311",7760,"WPAHS Surgeons"
"north hills nor",7761,"AGH Internal Medicine"
"north hills mckn",7762,"AGH Internal Medicine"
"jonesinst9335",7763,"AHN Center for Reproductive Medicine"
"ahnstonequarry811",7764,"AHN Stone Quarry"
"1821098138r",7765,"Allegheny Center For Digestive Health"
"awh9335",7766,"Allegheny Women's Health"
"carltoncard9102",7767,"Carlton Cardiology Associates Inc"
"centurymedassoc9335",7768,"Century Medical Associates"
"sleep2009",7769,"Lifecare Medical Associates"
"nhim9335",7770,"North Hills Internal Medicine"
"wexfordmedical500",7771,"Wexford Medical Practice"
"wpahsplasticsurg9365",7772,"WPAHS Plastic Surgeons"
"west view",7773,"Community Primary Care - West View"
"pma526",7774,"Polinski Medical Associates"
"aghderm125_120",7775,"AGH Dermatology"
"aghkids125",7776,"AGH Kids: Allergy & Asthma"
"acdhcran",7777,"Allegheny Center for Digestive Health"
"aneurcran",7778,"Allegheny Neurological Associates"
"aoacrann",7779,"Allegheny Orthopaedic Associates"
"cranim20826",7780,"Cranberry Internal Medicine Associates"
"retinavit51",7781,"Retina Vitreous Consultants"
"tfaai20215",7782,"The Foot and Ankle Institute"
"wpobbrush",7783,"Western Pennsylvania OB/GYN Associates"
"wexfordmedical",7784,"Wexford Medical Practice"
"alleghfammed2057",7785,"Allegheny Family Medicine East"
"esuburbanjeannette",7786,"East Suburban OB/GYN Associates"
"mcgindolly",7787,"McGinnis Thoracic & Cardiovascular Assoc."
"tpcp101",7788,"Allegheny Family Medicine East"
"ahnobgyn660_101",7789,"AHN Westmoreland Obstetrics and Gynecology"
"arda660",7790,"Arthritis and Rheumatic Disease Associates"
"aiogreen",7791,"Associates in Ophthalmology"
"boyle",7792,"Brian F. Boyle, M.D."
"formica533",7793,"Evan A. Lowry, O.D."
"sleep20",7794,"Lifecare Medical Associates"
"mtca660",7795,"McGinnis Thoracic Cardiovascular Associates"
"neurinstwpa",7796,"Neurological Institute of Western Pennsylvania"
"painspine6207",7797,"Pain and Spine Specialists of Pennsylvania LLC"
"ahnobgyn8800",7798,"AHN Westmoreland Obstetrics and Gynecology"
"algperin7546",7799,"Allegheny Perinatal Associates"
"eastsubirwin",7800,"East Suburban OB/GYN Associates"
"famnurse",7801,"Family Nurse Midwives"
"irwinfp",7802,"Irwin Primary Care Associates"
"alleghfammed2976",7803,"Allegheny Family Medicine East"
"esuburbanwhoak",7804,"East Suburban OB/GYN Associates"
"orthoassocpitt2001",7805,"Orthopedic Associates of Pittsburgh"
"pittsearnosethroat500",7806,"Pittsburgh Ear Nose and Throat Asscociates"
"painspine1901",7807,"Pain and Spine Specialists of Pennsylvania LLC"
"vitt",7808,"Vittone Eye Surgical Associates"
"southhillsob3212",7809,"Jefferson Women's Health"
"aghnephassoc",7810,"AGH Nephrology Associates"
"agh neu720",7811,"AGH Neurosurgery"
"jiwpahs301",7812,"AHN Center for Reproductive Medicine"
"aneursewick",7813,"Allegheny Neurological Associates"
"pwh301",7814,"Premier Women's Health"
"srmcmannam2102",7815,"Sudhakar B Mannam, SRMC Healthcare Group, LLC"
"wpobgynm301",7816,"West Penn Ob/Gyn Multispecialists"
"wpgo160",7817,"Western Pennsylvania Gynecologic Oncology"
"1396747507",7818,"Advanced Nephrology Associates PC"
"aghintmedalgh",7819,"AGH Internal Medicine"
"aghanesthesia100j",7820,"Allegheny General Anesthesia"
"105618",7821,"Community Primary Care - Ben Avon"
"hussainimed",7822,"Hussaini Medical Associates"
"1396747507d",7823,"Advanced Nephrology Associates PC"
"mcginniscardio605",7824,"AGH McGinnis Cardiovascular Institute"
"allneusharon",7825,"Allegheny Neurological Associates"
"123783-a",7826,"Guzzetti Optometric Services, PC"
"sleep701",7827,"Lifecare Medical Associates"
"aghinfctdisaliq",7828,"AGH Infectious Disease"
"1396747507e",7829,"Advanced Nephrology Associates PC"
"circcenter2057",7830,"THE CIRCULATORY CENTER OF PENNSYLVANIA"
"aghneph145",7831,"AGH Nephrology Associates"
"aghoncology",7832,"AGH Medical Oncology"
"agh neu223",7833,"AGH Neurosurgery"
"aghradonckim",7834,"AGH Radiation Oncology"
"concancarcen",7835,"Conemaugh Cancer Care Center"
"conemaughconsom",7836,"Conemaugh Counseling Associates"
"conemobgyn",7837,"Conemaugh OB/Gyn Associates"
"conemaughoncology",7838,"Conemaugh Physician Group - Oncology"
"cmpsomerset",7839,"Conemaugh Physician Group - Somerset"
"cpgurosomerset",7840,"Conemaugh Physicians Group - Urology"
"1338southpleasant",7841,"David J. Carney, M.D., P.C."
"baceski105",7842,"Deborah A Baceski MD"
"104284",7843,"Desai, Jayesh B., M.D."
"entsomerset",7844,"Ear Nose & Throat Associates of Johnstown"
"neft110",7845,"Formica Optical"
"1467422782",7846,"Gard Chiropractic Clinic"
"38669",7847,"Go, Peter T., M.D."
"104301 somerset",7848,"Grebosky, Richard D., D.P.M."
"1295793651",7849,"Highlands Chiropractic Center, P.C."
"highlandsfammed",7850,"Highlands Family Medicine"
"kingmaceykosom",7851,"King-Maceyko Dermatology Associates"
"lifestgynsomer",7852,"Lifestyles GYN/Philip A Basala, DO, LLC"
"msaadat",7853,"M. Javad Saadat, MD PC"
"neurinssomerset",7854,"Neurological Institute of Western Pennsylvania"
"neurinst2",7855,"Neurological Institute of Western Pennsylvania"
"27604",7856,"Novak, Victor F., II, M.D."
"ophthalmicassocsomer",7857,"Ophthalmic Associates of Somerset"
"1740433648e",7858,"Renal Care Consultants, PC"
"kastelicsomerset",7859,"Richard Kastelic, MD & Assoc."
"salamehassoc",7860,"Salameh and Associates"
"1043448665",7861,"Schrock Chiropractic Clinic, PC"
"115639",7862,"Shank, Paul W MD"
"somersetcardio126",7863,"Somerset Cardiology"
"69937labrobe",7864,"Somerset Central Medical Associates"
"69937sset",7865,"Somerset Central Medical Associates"
"1134237407",7866,"Somerset Family Practice"
"somersetfpsomerset2",7867,"Somerset Family Practice - Somerset"
"somersetfpsomerset",7868,"Somerset Family Practice - Somerset"
"somim",7869,"Somerset Internal Medicine"
"somersetobgyn",7870,"Somerset Ob/Gyn Associates LTD"
"somersetortho126",7871,"Somerset Orthopedics Inc"
"sompainm",7872,"Somerset Pain Management"
"somersetped",7873,"Somerset Pediatrics & Adolescent Health Center"
"somersetsurg",7874,"Somerset Surgical Services"
"somersetwomen867",7875,"Somerset Women's Health Center"
"circcentersom",7876,"The Circulatory Center of PA Inc"
"tug223",7877,"Triangle Urological Group of Somerset Hospital"
"vittb",7878,"Vittone Eye Surgical Associates"
"cpgfammed1609",7879,"CPG Family Medicine - Jennerstown"
"med assoc boswell430",7880,"Medical Associates of Boswell Inc"
"icaremed",7881,"iCare Medical, LLC"
"ilumina507",7882,"Ilumina Life Center PC"
"intmedclinic",7883,"Internal Medicine Clinic"
"johnstowncard",7884,"Johnstown Cardiovascular Assoc."
"42778",7885,"Johnstown Screening & Diagnostic Breast Center"
"kingmaceykojohn",7886,"King-Maceyko Dermatology Associates"
"laurelcardio",7887,"Laurel Cardiology"
"chilaurelhigh",7888,"Laurel Highlands Trauma Associates"
"12361",7889,"Lawless, David F., M.D."
"malhis",7890,"Malhis Medical"
"71742",7891,"Malhis, Safouh MD"
"60665",7892,"Mathur, Renee J., M.D."
"104324",7893,"Oberneder, Brian R., D.P.M."
"painmedyk507",7894,"Pain Medicine of York LLC"
"17986",7895,"Pickerill, Robert G., M.D."
"10997",7896,"Pueblitz, George, M.D."
"1740433648d",7897,"Renal Care Consultants, PC"
"kastelicassoc",7898,"Richard Kastelic MD & Associates"
"11085",7899,"Robert L Rundorff  MD"
"57014",7900,"Stefanick, Patti A., D.O."
"summitmedrehab",7901,"Summit Medical Rehab"
"53284",7902,"Tabib, Ralph, M.D."
"valleyorthojohn",7903,"Valley Orthopedics, Inc."
"wpaorth",7904,"Western Pennsylvania Orthopedic & Sports Medicine,"
"21282",7905,"Wolfe, Judith A., M.D."
"fayettema204",7906,"Fayette Medical Associates-FP"
"fayspecassoc",7907,"Fayette Specialty Associates"
"painspine2614",7908,"Pain and Spine Specialists of Pennslyvania LLC"
"shirishb201",7909,"Shirish B. Desai, MD, Inc."
"swgastro224",7910,"Southwestern Gastrointestinal Specialists PC"
"conemaughpg",7911,"Conemaugh Physician Group - Ligonier"
"prepcp106",7912,"Preferred Primary Care Physicians"
"rechenbergwomen",7913,"Robert J Echenberg MD Women's Health, Pelvic"
"77867beth",7914,"Salib, Hayman S., M.D."
"haggerty204",7915,"Sally Haggerty, MD"
"stlukbethint",7916,"St. Luke's Bethlehem Internal Medicine"
"stlukeseighthave",7917,"St. Luke's Cardiology Associates"
"valleycardbeth",7918,"St. Luke's Cardiology Associates"
"stlukescenturo",7919,"St. Luke's Center for Urology"
"stlukesurg634",7920,"St. Luke's Estes Surgical Associates"
"stlkneph",7921,"St. Luke's Nephrology Associates"
"stlukesneuro1417",7922,"St. Luke's Neurology Associates"
"slobgynep",7923,"St. Luke's OBGYN at Eaton Pointe"
"orthosurg1441",7924,"St. Luke's Orthopaedic Care"
"1669600953f",7925,"St. Luke's Senior Care Associates"
"stlukessrcareassoc316",7926,"St. Luke's Senior Care Associates"
"slsm1441",7927,"St. Luke's Sports Medicine"
"stein701",7928,"Stanley Stein - Richard Stein"
"agewell",7929,"The AgeWell Wellness Center"
"vasctr1469",7930,"The Vascular Center"
"vlyoralbethlehe",7931,"Valley Oral Surgery, PC"
"scharle",7932,"W. Timothy Scharle, MD Internal Medicine"
"28752",7933,"Weng, Sam S., M.D."
"aghpodi",7934,"AGH Podiatry"
"ashradoncnfed",7935,"AGH Radiation Oncology"
"ashradoncnorth",7936,"AGH Radiation Oncology"
"aghsurg",7937,"AGH Surgery"
"aghsurgste",7938,"AGH Surgery"
"aghsurg6466",7939,"AGH Surgery"
"aghsurg420",7940,"AGH Surgery"
"aghtransplant320",7941,"AGH Surgery - Transplant"
"aghvasculrmed",7942,"AGH Vascular Medicine"
"acdhfed",7943,"Allegheny Center for Digestive Health"
"1821098138o",7944,"Allegheny Center For Digestive Health"
"wpaoncology320",7945,"Allegheny Clinic Medical Oncology"
"aghanesthesia",7946,"Allegheny General Hospital - Anesthesia"
"aneura",7947,"Allegheny Neurological Associates"
"aneur490",7948,"Allegheny Neurological Associates"
"aoapitt",7949,"Allegheny Orthopaedic Associates"
"apedent",7950,"Allegheny Pediatric ENT Associates"
"allegpedent320_515",7951,"Allegheny Pediatric ENT Associates"
"alghperin",7952,"Allegheny Perinatal Associates"
"alleghenypulm320",7953,"Allegheny Pulmonary & Critical Care"
"aghpucc",7954,"Allegheny Pulmonary & Critical Care"
"alpucrpitts",7955,"Allegheny Pulmonary & Critical Care"
"alpucr490_309",7956,"Allegheny Pulmonary & Critical Care"
"awh1307b200",7957,"Allegheny Women's Health"
"aghlifealleg",7958,"Allegheny Women's Health"
"1851385900",7959,"Carlton Cardiology Associates Inc"
"cdehfederalst",7960,"Center for Diabetes and Endocrine Health"
"lupuspitt1307",7961,"Lupus Center of Excellence"
"atcenthav",7962,"McGinnis Thoracic & Cardiovascular Associates"
"mcginnisthor320",7963,"McGinnis Thoracic & Cardiovascular Associates"
"palliative1307",7964,"Palliative Medicine Associates"
"palliative320",7965,"Palliative Medicine Associates"
"pbghearassoc",7966,"Pittsburgh Ear Associates PC"
"pittsearnsethrt320",7967,"Pittsburgh Ear Nose and Throat Associates"
"pittgma",7968,"Pittsburgh General Medicine Associates"
"primarycarenorth",7969,"Primary Care Northside"
"tug1307",7970,"Triangle Urological Group"
"untdphyscns4",7971,"United Physicians"
"wpgo320_363",7972,"Western Pennsylvania Gynecologic Oncology"
"aghsurgonc",7973,"WPAHS Breast Surgeons"
"fredrh320",7974,"WPAHS Plastic Surgeons"
"wpahssurg320",7975,"WPAHS Surgeons"
"centurymedassoc",7976,"Century Medical Associates"
"circcenterpa3",7977,"THE CIRCULATORY CENTER OF PENNSYLVANIA"
"66177e",7978,"The Orthopedic Group"
"sleep1301",7979,"Lifecare Medical Associates"
"wpobbrent",7980,"Western Pennsylvania OB/GYN Associates"
"acdhwmiff",7981,"Allegheny Center for Digestive Health"
"aoawmiff",7982,"Allegheny Orthopaedic Associates"
"aiowm",7983,"Associates in Ophthalmology"
"centuryiiimed",7984,"Century III Medical Associates"
"trictycard2027",7985,"Tri-County Cardiology"
"agh995",7986,"AGH Cardiology"
"aghnephro",7987,"AGH Nephrology Associates"
"pwh1009",7988,"Premier Women's Health"
"wpobthorn",7989,"Western Pennsylvania OB/GYN Associates"
"aghcardmckees",7990,"AGH Cardiology"
"aghmcginniscard27_106",7991,"AGH McGinnis Cardiovascular Institute"
"aghmcginniscardhech",7992,"AGH McGinnis Cardiovascular Institute"
"agh neurosurg133",7993,"AGH Neurosurgery"
"1821098138t",7994,"Allegheny Center For Digestive Health"
"wpaoncology133",7995,"Allegheny Clinic Medical Oncology"
"aneur133",7996,"Allegheny Neurological Associates"
"aneurmckee",7997,"Allegheny Neurological Associates"
"aoassoc133",7998,"Allegheny Orthopaedic Associates"
"awh133",7999,"Allegheny Women's Health"
"centurymedassocgreen",8000,"Century Medical Associates"
"pine hollow",8001,"Pine Hollow Medical Associates"
"tug27",8002,"Triangle Urological Group"
"bbjpc3005",8003,"Bonacorsi, Brown, and Johnson Primary Care"
"tricounty3005",8004,"Tri-County Cardiology"
"agh neurosurg575",8005,"AGH Neurosurgery"
"aghradonc565",8006,"AGH Radiation Oncology"
"pbsi575",8007,"Aguilar Neurosurgery"
"1821098138q",8008,"Allegheny Center For Digestive Health"
"wpaoncology575",8009,"Allegheny Clinic Medical Oncology"
"acp1200",8010,"Allegheny Clinic Pediatrics"
"alleghenyortho565",8011,"Allegheny Orthopaedic Associates"
"alghperin575",8012,"Allegheny Perinatal Associates"
"cardiocrit575",8013,"Cardiovascular & Critical Care Associates PC"
"southhillsob535",8014,"Jefferson Women's Health"
"lupusctr575",8015,"Lupus Center of Excellence"
"mtca575",8016,"McGinnis Thoracic & Cardiovascular Associates"
"smarinismd",8017,"Spyros I. Marinis, MD"
"cdeh575",8018,"The Center For Diabetes And Endocrine Health"
"wpobgynm575",8019,"West Penn Ob/Gyn Multispecialists"
"wpgo575_400",8020,"Western Pennsylvania Gynecologic Oncology"
"shaker",8021,"Milad I. Shaker, MD Family Practice"
"neurinst3",8022,"Neurological Institute of Western Pennsylvania"
"singerchiro",8023,"Singer Family Chiropractic, LLC"
"vitte",8024,"Vittone Eye Surgical Associates"
"66177",8025,"The Orthopedic Group"
"acdhstoop",8026,"Allegheny Center For Digestive Health"
"cntrurocou",8027,"Center for Urologic Care, PC"
"kidhyptnmonon",8028,"Kidney Disease & Hypertension Associates"
"661778",8029,"The Orthopedic Group"
"acdhwalsh",8030,"Allegheny Center for Digestive Health"
"craftonmc",8031,"Crafton Medical Center"
"circcenter410",8032,"The Circulatory Center of PA Inc"
"footanklesteub",8033,"The Foot and Ankle Institute"
"cntrurowil",8034,"Center for Urologic Care, PC"
"commeddentplz1227",8035,"Community Medical & Dental Plaza, Cornerstone Care"
